,ATC_Code,cids,Compound_Name
3505,M03AC06,65332,Pipecuronium bromide
3506,J01DD07,6533629,Ceftizoxime
3507,A12CC06,6536825,Magnesium lactate
3508,J01DD18,6537431,Cefteram
3509,J01DF02,6540466,Carumonam
3510,P01BE01,6540821,Artemisinin
3511,V09HX01,65430,Gallium (67Ga) citrate
3512,V08AA06,65437,Ioglicic acid
3513,V08AB04,65492,Iopamidol
3514,V04CG03,65513,Histamine phosphate
3515,B02AA03,65526,Aminomethylbenzoic acid
3516,N06AA03,65589,Imipramine oxide
3517,P01AA05,65592,Tilbroquinol
3518,N02CX03,65594,Iprazochrome
3519,C01AA09,65598,Gitoformate
3520,R06AX31,65600,Quifenadine
3521,R06AB07,65624,Talastine
3522,L01AA09,65628,Bendamustine
3523,R05CB15,65632,Erdosteine
3524,J01CA10,656511,Mezlocillin
3525,J01DD03,656575,Cefsulodin
3526,H02CA01,656583,Trilostane
3527,A03BB02,656598,Methylatropine
3528,M01CC02,656604,Bucillamine
3529,C01AA06,656630,Lanatoside C
3530,R03AC09,656634,Tretoquinol
3531,B01AE05,656635,Ximelagatran
3532,C05BB02,656641,Polidocanol
3533,P01BE03,65664,Artesunate
3534,R03DA02,656652,Choline theophyllinate
3535,L01AX01,656655,Mitobronitol
3536,A04AA03,656665,Tropisetron
3537,V09XA01,656666,Iodine (131I) norcholesterol
3538,C08CA15,656668,Benidipine
3539,M01AC04,65679,Droxicam
3540,R07AB09,65687,Mepixanox
3541,N02BG05,65697,Viminol
3542,L01AA07,65702,Trofosfamide
3543,A03AX11,65709,Caroverine
3544,L02AE02,657181,Leuprorelin
3545,P01AC03,65718,Etofamide
3546,J04AK03,65720,Terizidone
3547,L01BB05,657237,Fludarabine
3548,C04AX19,657255,Suloctidil
3549,N07AX02,657272,Choline alfoscerate
3550,H03BA02,657298,Propylthiouracil
3551,R01AX03,657308,Ipratropium bromide
3552,N05AA07,65750,Chlorproethazine
3553,J01DB12,65755,Ceftezole
3554,N01AB05,6575,Trichloroethylene
3555,R03AC09,65772,Tretoquinol
3556,C10AB09,65777,Etofibrate
3557,N06BX08,65782,Pirisudanol
3558,D11AX09,65784,Oxaceprol
3559,R01AX05,65787,Ritiometan
3560,C07AA27,65814,Cloranolol
3561,C01BD06,65825,Tedisamil
3562,N06AX17,65833,Milnacipran
3563,V03AE06,65840,Colestilan
3564,N06AX18,65856,Reboxetine
3565,R05DB27,65859,Levodropropizine
3566,D01AC14,65863,Sertaconazole
3567,J01DC14,65864,Flomoxef
3568,C08CA13,65866,Lercanidipine
3569,J01DI03,65894,Faropenem
3570,R06AX25,65906,Mizolastine
3571,L03AX05,65944,Pidotimod
3572,J01MA17,65947,Prulifloxacin
3573,J01MA18,65957,Pazufloxacin
3574,A07AX04,65978,Nifurzide
3575,R01AA15,65979,Indanazoline
3576,A10BX02,65981,Repaglinide
3577,V08AB11,65985,Iobitridol
3578,C09CA07,65999,Telmisartan
3579,J01XE01,6604200,Nitrofurantoin
3580,C04AX19,6604413,Suloctidil
3581,C01BA13,6604591,Hydroquinidine
3582,C01BA01,6604605,Quinidine
3583,A03FA02,6604902,Cisapride
3584,A05BA03,6610285,Silymarin
3585,A03AB01,66248,Benzilone
3586,H02AB17,66249,Cortivazol
3587,B05XB01,66250,Arginine hydrochloride
3588,C01DA07,66261,Propatylnitrate
3589,A08AA04,66265,Dexfenfluramine
3590,V10AX06,66274,Gold (198Au) colloidal
3591,V09EX03,66376,Xenon (133Xe) gas
3592,D06BB09,66377,Edoxudine
3593,V09EX01,66380,Krypton (81mKr) gas
3594,C04AX26,66384,Cetiedil
3595,L02AA02,66435,Polyestradiol phosphate
3596,A03BB06,6646,Homatropine methylbromide
3597,J01DD02,66509024,Ceftazidime
3598,A01AB10,66509030,Natamycin
3599,B03AA02,66524104,Ferrous fumarate
3600,C09AA14,66545296,Temocapril
3601,J05AP05,66576988,Simeprevir
3602,A10BH03,66576989,Saxagliptin
3603,A07AA11,66577007,Rifaximin
3604,A06AH01,66577063,Methylnaltrexone bromide
3605,N03AG03,6657,Aminobutyric acid
3606,S01EX05,66599893,Netarsudil
3607,J04AD01,666418,Protionamide
3608,C01BA01,667449,Quinidine
3609,N05AF03,667466,Chlorprothixene
3610,N05AF03,667467,Chlorprothixene
3611,D04AX01,667468,Doxepin
3612,G03CB01,667476,Dienestrol
3613,D04AX01,667477,Doxepin
3614,N01AX07,667484,Etomidate
3615,L01BB02,667490,Mercaptopurine
3616,D10AB05,667491,Mesulfen
3617,J05AA01,667492,Metisazone
3618,H03BA01,667493,Methylthiouracil
3619,A02BA05,66753191,Niperotidine
3620,M01AE17,667550,Dexketoprofen
3621,J05AP05,66811198,Simeprevir
3622,C09AA09,6708482,Fosinopril
3623,J01FA08,6708521,Troleandomycin
3624,N07BA04,6708720,Cytisine
3625,C01AC03,6708764,Cymarin
3626,L01CB02,6708778,Teniposide
3627,L01CA01,6710780,Vinblastine
3628,L01DB08,6712062,Pirarubicin
3629,P01BE02,6712286,Artemether
3630,J01FA08,6713914,Troleandomycin
3631,L01CD01,6713921,Paclitaxel
3632,J01CA14,6713928,Metampicillin
3633,L01AD04,6713972,Streptozocin
3634,D07AC18,6714002,Prednicarbate
3635,L02BB06,67171867,Darolutamide
3636,B01AA10,6719,Diphenadione
3637,R06AE03,6726,Cyclizine
3638,R06AE01,6729,Buclizine
3639,D07AA01,6741,Methylprednisolone
3640,M03AC02,67425,Gallamine
3641,L01EX16,67462786,Erdafitinib
3642,H03BX02,67532,Dibromotyrosine
3643,B01AC09,67548346,Epoprostenol
3644,N05AB05,6762,Thiopropazate
3645,P01AX04,6764,Phanquinone
3646,D01AE09,67686,Sulbentine
3647,G04BX13,679,Dimethyl sulfoxide
3648,J01DD15,6803597,Cefdinir
3649,D01AE02,68050,Methylrosaniline
3650,V08AA07,6806,Acetrizoic acid
3651,N02BA09,68093,Dipyrocetyl
3652,R06AC02,68122,Histapyrrodine
3653,L01ED04,68165256,Brigatinib
3654,P01AR02,68199,Difetarsone
3655,C01CA04,681,Dopamine
3656,D08AG04,68295,Diiodohydroxypropane
3657,R06AB01,6834,Brompheniramine
3658,N07BA04,683511,Cytisine
3659,N03AD02,6839,Phensuximide
3660,P01CC01,6842999,Nifurtimox
3661,R02AA13,6842,Acriflavinium chloride
3662,C03BA13,68548,Fenquizone
3663,C01CA16,68555,Ibopamine
3664,V08CA01,6857474,Gadopentetic acid
3665,J01DF02,6857983,Carumonam
3666,D04AB05,6857,Quinisocaine
3667,H03BA03,685814,Benzylthiouracil
3668,J01DE01,68606,Cefepime
3669,N06AB06,68617,Sertraline
3670,A06AB08,68654,Sodium picosulfate
3671,N04AA10,68667,Mazaticol
3672,C10AB07,68671,Ronifibrate
3673,J01GB12,68682,Arbekacin
3674,J01CE02,6869,Phenoxymethylpenicillin
3675,M01AE13,68704,Ibuproxam
3676,A03AA06,68705,Rociverine
3677,J01XE03,6870646,Furazidin
3678,M01AB09,68706,Lonazolac
3679,R05CB09,68707,Letosteine
3680,C02AC06,68712,Rilmenidine
3681,M05BA08,68740,Zoledronic acid
3682,N02BA14,68749,Guacetisal
3683,J01EA02,68760,Brodimoprim
3684,C07AB13,68770,Talinolol
3685,N04BX03,68778,Budipine
3686,G01AX13,68780,Protiofate
3687,G03DB04,68783,Nomegestrol
3688,P01CA03,68792,Fexinidazole
3689,M02AA28,68801,Piketoprofen
3690,S01FA05,688024,Homatropine
3691,N05AL07,688272,Levosulpiride
3692,P01BE01,68827,Artemisinin
3693,C07AB12,68831425,Nebivolol
3694,C01DA08,6883,Isosorbide dinitrate
3695,S01EC04,68844,Brinzolamide
3696,R03AC16,688561,Procaterol
3697,R03AC16,688563,Procaterol
3698,G03DB08,68861,Dienogest
3699,N02BE05,68865,Propacetamol
3700,A03FA08,68867,Cinitapride
3701,G02CC04,68869,Flunoxaprofen
3702,N06AX14,68870,Tianeptine
3703,G03AC10,68873,Drospirenone
3704,B01AC02,68876,Cloricromen
3705,N06AX15,68888,Pivagabine
3706,P01BE02,68911,Artemether
3707,D07AC16,68921,Hydrocortisone aceponate
3708,J01ED06,68933,Sulfaperin
3709,B01AA12,68942,Fluindione
3710,A14AB03,68952,Oxabolone cipionate
3711,M04AB04,68953,Isobromindione
3712,M03CA01,6914273,Dantrolene
3713,J01DC02,6914282,Cefuroxime
3714,L01CD01,6915727,Paclitaxel
3715,J01FA03,6915743,Midecamycin
3716,J01FA06,6915744,Roxithromycin
3717,J01DD15,6915944,Cefdinir
3718,C01BA13,6916032,Hydroquinidine
3719,C01BA13,6916040,Hydroquinidine
3720,J01FA13,6917067,Dirithromycin
3721,P01AX10,6917655,Fumagillin
3722,J01DE02,6917674,Cefpirome
3723,L01DB08,6917695,Pirarubicin
3724,A03FA02,6917698,Cisapride
3725,G03AC08,6917715,Etonogestrel
3726,J02AC02,6917738,Itraconazole
3727,G02AD03,6917857,Gemeprost
3728,P01BE03,6917864,Artesunate
3729,R03BB02,6917865,Oxitropium bromide
3730,A03BB05,6917944,Cimetropium bromide
3731,B01AC19,6917951,Beraprost
3732,H01CB03,6918011,Lanreotide
3733,H01CB04,6918026,Vapreotide
3734,V09AA02,6918077,Technetium (99mTc) bicisate
3735,A03AE03,6918107,Cilansetron
3736,B01AC21,6918140,Treprostinil
3737,R01AD13,6918155,Ciclesonide
3738,B06AC02,6918173,Icatibant
3739,M05BX03,6918182,Strontium ranelate
3740,L02BG05,6918191,Vorozole
3741,G02CX02,6918248,Flibanserin
3742,L01EG01,6918289,Temsirolimus
3743,L01CA05,6918295,Vinflunine
3744,G04CB02,6918296,Dutasteride
3745,N06AX24,6918314,Vilazodone
3746,M01CB03,6918453,Auranofin
3747,B01AC22,6918456,Prasugrel
3748,D06AX13,6918462,Retapamulin
3749,N03AX19,6918474,Carisbamate
3750,P01BE05,6918483,Artenimol
3751,J02AC05,6918485,Isavuconazole
3752,L04AD03,6918486,Voclosporin
3753,C02KX02,6918493,Ambrisentan
3754,A10BH02,6918537,Vildagliptin
3755,R03AC18,6918554,Indacaterol
3756,G04BD11,6918558,Fesoterodine
3757,A01AB15,6918582,Tibezonium iodide
3758,V03AB35,6918585,Sugammadex
3759,L01XH04,6918638,Belinostat
3760,D06BX02,6918670,Ingenol mebutate
3761,L01XH03,6918837,Panobinostat
3762,N06AX02,6923516,Tryptophan
3763,A16AX17,69286,Triheptanoin
3764,A03BA03,6931560,Hyoscyamine
3765,V04CK03,6957673,Bentiromide
3766,C03BA07,69594,Clofenamide
3767,C09AA14,69782842,Temocapril
3768,D02BA02,6993341,Octinoxate
3769,C01BA04,7014,Sparteine
3770,D08AE06,7017,Biphenylol
3771,D08AA02,7019,Aminoacridine
3772,R01BA02,7028,Pseudoephedrine
3773,A08AA03,7029,Amfepramone
3774,D08AX08,702,Ethanol
3775,J04AK04,70374,Morinamide
3776,N06BX12,7045767,Acetylcarnitine
3777,C04AD01,70569,Pentifylline
3778,L01AD04,7067772,Streptozocin
3779,B03BA04,70678541,Cobamamide
3780,B03BA03,70678542,Hydroxocobalamin
3781,B03BA01,70678590,Cyanocobalamin
3782,A07AA12,70678896,Fidaxomicin
3783,V08CA09,70678987,Gadobutrol
3784,A12AA30,70685125,Calcium laevulate
3785,B03BA03,70689311,Hydroxocobalamin
3786,H01CB04,70689318,Vapreotide
3787,V09CX03,70691422,Sodium iothalamate (125I)
3788,A06AX07,70693500,Plecanatide
3789,V03AB35,70693550,Sugammadex
3790,C10AC01,70695640,Colestyramine
3791,C02AA06,70695654,Methoserpidine
3792,C01BA12,70697656,Lorajmine
3793,A05BA03,7073228,Silymarin
3794,S01LA02,7074810,Anecortave
3795,M01CB03,70788951,Auranofin
3796,J01FA13,70789200,Dirithromycin
3797,J01FA15,70789201,Telithromycin
3798,B01AA09,70846,Clorindione
3799,A03AD30,70882,Moxaverine
3800,P02CC01,708857,Pyrantel
3801,N03AG02,71113,Valpromide
3802,R01AC05,71120,Spaglumic acid
3803,A11DA02,71124,Sulbutiamine
3804,C01DX15,71132,Cloridarol
3805,J01DC12,71141,Cefminox
3806,N07BB03,71158,Acamprosate
3807,V10XX01,71180,Sodium phosphate (32P)
3808,A03BB03,71183,Methylscopolamine
3809,V09IX02,71184,Iobenguane (131I)
3810,R05DB22,71195,Meprotixol
3811,N03AA04,71196,Barbexaclone
3812,C04AX17,71203,Vinburnine
3813,L01EL02,71226662,Acalabrutinib
3814,J01DD18,71259,Cefteram
3815,J01FA14,71260,Flurithromycin
3816,C01EB11,71264,Tiracizine
3817,L01EG01,71296107,Temsirolimus
3818,L01CA04,71296871,Vinorelbine
3819,A07AA11,71296876,Rifaximin
3820,J01FA15,71296916,Telithromycin
3821,L01CA02,71296921,Vincristine
3822,P01BE02,71296933,Artemether
3823,V08CA02,71300448,Gadoteric acid
3824,L01CE03,71300725,Etirinotecan pegol
3825,L01CE03,71300726,Etirinotecan pegol
3826,M05BX03,71300750,Strontium ranelate
3827,C01DX21,71300755,Serelaxin
3828,C10AX11,71301230,Mipomersen
3829,P01BF02,71301231,Artesunate and mefloquine
3830,C07AB12,71301,Nebivolol
3831,B03BA05,71306319,Mecobalamin
3832,J01FA15,71306735,Telithromycin
3833,J01FA13,71306790,Dirithromycin
3834,B03AB03,71306809,Sodium feredetate
3835,A01AB10,71306823,Natamycin
3836,L03AB05,71306834,Interferon alfa-2b
3837,H01CB04,71306,Vapreotide
3838,A12CC03,71307072,Magnesium gluconate
3839,L01EG03,71308311,Ridaforolimus
3840,A07AA02,71308475,Nystatin
3841,D11AX22,71308642,Ivermectin
3842,H01CB01,71308696,Somatostatin
3843,A01AB10,71308755,Natamycin
3844,P03AC01,71310221,Pyrethrum
3845,B03AA03,71311162,Ferrous gluconate
3846,J01XX09,71311849,Daptomycin
3847,L01EG01,71312019,Temsirolimus
3848,P02CX03,71312368,Moxidectin
3849,J01CA19,71312381,Aspoxicillin
3850,C09AA14,71323,Temocapril
3851,C01BD04,71329,Dofetilide
3852,J01DH05,71339,Biapenem
3853,H01CB03,71349,Lanreotide
3854,G04BX14,71353,Dapoxetine
3855,V09GX04,71357,Rubidium (82Rb) chloride
3856,N05AX14,71360,Iloperidone
3857,B06AC02,71364,Icatibant
3858,V09FX03,71368,Sodium iodide (131I)
3859,C02CC07,71379,Guanoxabenz
3860,V03AF02,71384,Dexrazoxane
3861,D07AB01,71387,Clobetasone
3862,R05CA01,71388,Tyloxapol
3863,J01CA07,71392,Epicillin
3864,L01XX10,71398,Masoprocol
3865,D07AC10,71415,Diflorasone
3866,A07DA05,71421,Loperamide oxide
3867,L01EG01,71433778,Temsirolimus
3868,L01EG03,71433797,Ridaforolimus
3869,J01CA15,71447,Talampicillin
3870,V08CA02,71464587,Gadoteric acid
3871,L01XX66,71481097,Selinexor
3872,A03AB21,71490,Fenpiverinium
3873,L01EB04,71496458,Osimertinib
3874,H05BX04,71511839,Etelcalcetide
3875,J01MA25,71528768,Lascufloxacin
3876,L01EX19,71584930,Ripretinib
3877,A07BC05,71586775,Diosmectite
3878,B01AC15,71586929,Aloxiprin
3879,D09AA08,71586946,Aluminium chlorohydrate
3880,N05CC03,71587019,Acetylglycinamide chloral hydrate
3881,A12CC03,71587201,Magnesium gluconate
3882,A06AX08,71587953,Tenapanor
3883,J02AC03,71616,Voriconazole
3884,A03AX03,71636,Chlorbenzoxamine
3885,C03AA13,71652,Mebutizide
3886,J05AX01,71655,Moroxydine
3887,L01XX62,71657455,Ivosidenib
3888,V09IX09,71661158,Gallium (68Ga) edotreotide
3889,J05AP10,71661251,Elbasvir
3890,S01AX16,71663,Picloxydine
3891,R07AB06,71672,Prethcamide
3892,A08AA08,71675,Clobenzorex
3893,G04BD03,71679,Meladrazine
3894,C05CX02,71688,Naftazone
3895,C07AA14,71698,Mepindolol
3896,G03CA09,71717,Promestriene
3897,J01FA02,71729958,Spiramycin
3898,J01FA13,71729967,Dirithromycin
3899,C01CA08,7172,Oxedrine
3900,L01ED05,71731823,Lorlatinib
3901,J01DB06,71736,Cefazedone
3902,C01CA21,71740,Cafedrine
3903,L01AD07,71741,Ranimustine
3904,D11AX22,71749648,Ivermectin
3905,C07AB12,71750969,Nebivolol
3906,D11AH02,71751667,Pimecrolimus
3907,J01FG02,71770713,Quinupristin/dalfopristin
3908,M01AB16,71771,Aceclofenac
3909,B03BA03,71774773,Hydroxocobalamin
3910,V08CA03,71775015,Gadodiamide
3911,J01DE03,71783,Cefozopran
3912,C02AA06,71798,Methoserpidine
3913,J01CE07,71807,Clometocillin
3914,P01AB07,71815,Secnidazole
3915,P01AC02,71819,Clefamide
3916,D01AC04,71821,Chlormidazole
3917,C02CC05,71835,Guanoclor
3918,C01CA23,71857,Theodrenaline
3919,M03BA04,7186,Styramate
3920,D10AE01,7187,Benzoyl peroxide
3921,R01AA12,71899,Fenoxazoline
3922,C01EB07,718,"Fructose 1,6-diphosphate"
3923,N05CM16,71919,Niaprazine
3924,C01CA25,71926,Amezinium metilsulfate
3925,N02BG02,71940,Rimazolium
3926,J01CA19,71961,Aspoxicillin
3927,C07AB10,72014,Epanolol
3928,D01AC17,72051,Eberconazole
3929,N03AX13,72060,Pheneturide
3930,A05AX03,72065,Cyclobutyrol
3931,M03BX05,72067,Thiocolchicoside
3932,D04AA15,72075,Bamipine
3933,H01BA04,72081,Terlipressin
3934,A03AB06,72092,Otilonium bromide
3935,A03AX05,72098,Fenoverine
3936,M02AA29,72099,Esflurbiprofen
3937,M01AX22,72106,Morniflumate
3938,A07AA11,72111,Rifaximin
3939,P03BX06,7211,Etohexadiol
3940,N05CA08,72135,Vinylbital
3941,C02AC04,72138,Tolonidine
3942,D10AB03,72139,Tioxolone
3943,D04AA12,72141,Tolpropamine
3944,A03AB17,72142,Tiemonium iodide
3945,R06AX21,72145,Tritoqualine
3946,N04AA12,72148,Tropatepine
3947,G01AX05,72165119,Nifuratel
3948,N05AA02,72287,Levomepromazine
3949,D06AX07,72395,Gentamicin
3950,J01MA11,72474,Grepafloxacin
3951,J01FA05,72493,Oleandomycin
3952,J01DD16,72543801,Cefditoren
3953,A07AA11,72698618,Rifaximin
3954,J05AP08,72699160,Sofosbuvir
3955,R07AX31,72722243,Ivacaftor and tezacaftor
3956,P02CX03,72728820,Moxidectin
3957,J05AP51,72734365,Sofosbuvir and ledipasvir
3958,B03BA05,72784645,Mecobalamin
3959,P03AB02,727,Lindane
3960,J01MA15,72938,Gemifloxacin
3961,M01AX14,72941490,Orgotein
3962,A02AB06,72941505,Aloglutamol
3963,B02BC03,72941563,Tetragalacturonic acid hydroxymethylester
3964,V09GA07,72941734,Technetium (99mTc) apcitide
3965,C02CC07,73013303,Guanoxabenz
3966,B01AE05,73101855,Ximelagatran
3967,J05AF12,73115,Clevudine
3968,D06AX10,73160420,Virginiamycin
3969,J01DH04,73303,Doripenem
3970,J05AR16,73386700,Lamivudine and raltegravir
3971,V08CA11,73415770,Gadofosveset
3972,B03BA05,73415798,Mecobalamin
3973,A03BB06,73416022,Homatropine methylbromide
3974,J05AP08,73425384,Sofosbuvir
3975,J01FA15,73658,Telithromycin
3976,S01FA05,73707487,Homatropine
3977,M03AA01,73754991,Alcuronium
3978,L01CD01,73759704,Paclitaxel
3979,J01FA06,73759751,Roxithromycin
3980,D07AC18,73759782,Prednicarbate
3981,M03AC10,73855432,Mivacurium chloride
3982,D11AH02,73897257,Pimecrolimus
3983,A10AB04,73897513,Insulin lispro
3984,D01AC08,73951506,Ketoconazole
3985,A07AA02,73952271,Nystatin
3986,A02AA04,73981,Magnesium hydroxide
3987,V03AB35,74030550,Sugammadex
3988,J01XA05,74089869,Oritavancin
3989,A01AD06,7436,Adrenalone
3990,V08AD04,7458,Iofendylate
3991,L01EG03,74787553,Ridaforolimus
3992,J05AP06,74891317,Asunaprevir
3993,P01AX06,74989,Atovaquone
3994,B03BA03,75031587,Hydroxocobalamin
3995,B05CX03,750,Glycine
3996,C04AC02,7510,Nicotinyl alcohol (pyridylcarbinol)
3997,A06AG04,753,Glycerol
3998,A01AB10,75534860,Natamycin
3999,V03AE01,75905,Polystyrene sulfonate
4000,N06DA52,76037163,Donepezil and memantine
4001,R01AA02,7608,Cyclopentamine
4002,D03AX12,7618,Trolamine
4003,S02AA03,7628,Boric acid
4004,J01FA02,76324338,Spiramycin
4005,D11AX13,7638,Monobenzone
4006,V09DB05,76957057,Technetium (99mTc) sulfur colloid
4007,B03AB01,76957760,Ferric sodium citrate
4008,C01BA12,76957773,Lorajmine
4009,R03DA09,76959346,Acefylline piperazine
4010,C01BA08,76959818,Prajmaline
4011,L01XX16,76961227,Mitoguazone
4012,D07AC02,76962649,Fluclorolone
4013,V10BX02,76962714,Samarium (153Sm) lexidronam
4014,V08CA03,76964236,Gadodiamide
4015,A12AA11,76966485,Calcium pangamate
4016,V09AX01,76967078,Indium (111In) pentetic acid
4017,S02AA04,76968033,Aluminium acetotartrate
4018,A10BB04,76973979,Glibornuride
4019,C01BA13,76974754,Hydroquinidine
4020,D01AE07,7697,Chlorphenesin
4021,R05DB01,7699,Benzonatate
4022,D01AE01,77254,Bromochlorosalicylanilide
4023,B01AB01,772,Heparin
4024,V04CG02,7741,Betazole
4025,J01DI04,77843966,Cefiderocol
4026,N06DA03,77991,Rivastigmine
4027,N02CC07,77992,Frovatriptan
4028,N02CC06,77993,Eletriptan
4029,A10BG02,77999,Rosiglitazone
4030,J01FA13,78358338,Dirithromycin
4031,B06AA07,78383895,Trypsin
4032,A01AB02,784,Hydrogen peroxide
4033,A05BA08,78577433,Glycyrrhizic acid
4034,A10BH03,78577434,Saxagliptin
4035,D11AX11,785,Hydroquinone
4036,V03AF03,78759347,Calcium folinate
4037,H03AA01,78759348,Levothyroxine sodium
4038,A05BA06,78866,Ornithine oxoglurate
4039,N06BX04,7902,Deanol
4040,A03AB16,80084,(2-benzhydryloxyethyl)diethyl-methylammonium iodide
4041,N01AA02,8024,Vinyl ether
4042,N03AG03,80283,Aminobutyric acid
4043,D08AG03,807,Iodine
4044,L01XF03,82146,Bexarotene
4045,N06AX22,82148,Agomelatine
4046,R01AD04,82153,Flunisolide
4047,N02CA02,8223,Ergotamine
4048,G02AB01,8226,Methylergometrine
4049,H01BB01,8229,Demoxytocin
4050,P02DX01,8238,Desaspidin
4051,A10BA01,8249,Phenformin
4052,V03AB13,8251,Obidoxime
4053,N03AA01,8271,Methylphenobarbital
4054,N05CA07,8275,Talbutal
4055,N03AC01,8280,Paramethadione
4056,S01AB03,8281,Sulfadicramide
4057,A06AD14,8285,Pentaerithrityl
4058,C04AD04,83435,Etofylline nicotinate
4059,G04BX12,8361,Phenyl salicylate
4060,D01AE10,8365,Ethyl hydroxybenzoate
4061,A01AB08,8378,Neomycin
4062,M03BC01,83823,Orphenadrine (citrate)
4063,N07AX03,83898,Cevimeline
4064,C10AX10,838,Alipogene tiparvovec
4065,C01DX13,8395,Efloxate
4066,P03BA04,83975,Tetramethrin
4067,J01FA09,84029,Clarithromycin
4068,L01DC01,84068,Bleomycin
4069,P01AR01,8414,Arsthinol
4070,R05DB16,84746,Dibunate
4071,D08AJ08,8478,Benzethonium chloride
4072,V03AB26,84815,Methionine
4073,R05DB12,85001,Bibenzonium bromide
4074,V04CX09,8507,Patent blue
4075,P01CX02,8514,Suramin sodium
4076,A10BD19,85364159,Linagliptin and empagliflozin
4077,R05CB07,854498,Sobrerol
4078,R05CB07,854500,Sobrerol
4079,J05AP57,85471918,Glecaprevir and pibrentasvir
4080,C02AA05,8550,Deserpidine
4081,P03BX02,8554,Dimethylphthalate
4082,A03AX07,8590,Proxazole
4083,M04AC02,8593,Cinchophen
4084,N01BA04,8612,Chloroprocaine
4085,L01EG01,86277830,Temsirolimus
4086,L03AB14,86278337,Cepeginterferon alfa-2b
4087,L03AB15,86278347,Ropeginterferon alfa-2b
4088,A16AB19,86278362,Pegvaliase
4089,P02CX03,86287400,Moxidectin
4090,L01EG01,86287409,Temsirolimus
4091,A04AA02,86287410,Granisetron
4092,J01XA04,86287437,Dalbavancin
4093,H01CB02,86289069,Octreotide
4094,L01EG03,86289926,Ridaforolimus
4095,J01DH52,86298703,Meropenem and vaborbactam
4096,A16AX01,864,Thioctic acid
4097,J05AR15,86583336,Atazanavir and cobicistat
4098,R06AX08,8669,Pyrrobutamine
4099,L01EX20,86705695,Pemigatinib
4100,J01DF01,86741379,Aztreonam
4101,B03AA10,86763295,Ferrous ascorbate
4102,V08CA09,86767262,Gadobutrol
4103,D01AE17,8708,Dimazole
4104,A12AA10,87119843,Calcium glucoheptonate
4105,C10AX01,8730,Dextrothyroxine
4106,L01EG03,87423409,Ridaforolimus
4107,D09AA05,8754,Benzododecinium
4108,R02AA10,8756,Myristyl-benzalkonium
4109,J01DD15,87622762,Cefdinir
4110,G02CX01,87665603,Atosiban
4111,V03AB26,876,Methionine
4112,R03DA09,87819,Acefylline piperazine
4113,A12CC05,87869,Magnesium aspartate
4114,J01DD15,88046200,Cefdinir
4115,P01CX01,8813,Pentamidine isethionate
4116,B01AC11,89077401,Iloprost
4117,A11HA07,892,Inositol
4118,N01AH05,8944,Anileridine
4119,J04BA03,8954,Aldesulfone sodium
4120,N07BA01,89594,Nicotine
4121,C04AX30,8966,Azapetine
4122,L01XX59,89683805,Enasidenib
4123,G04BE04,8969,Yohimbine
4124,N05CH01,896,Melatonin
4125,J01CF06,8982,Nafcillin
4126,M09AB01,9001,Chymopapain
4127,M09AB01,9002,Chymopapain
4128,D11AX06,9015,Mequinol
4129,N01AF01,9034,Methohexital
4130,J01XX12,90465828,Lefamulin
4131,J05AR17,90469070,Emtricitabine and tenofovir alafenamide
4132,A12CC05,90470772,Magnesium aspartate
4133,N04AA10,90471539,Mazaticol
4134,A10BJ03,90472060,Lixisenatide
4135,V09CA05,90478549,Technetium (99mTc) gluconate
4136,J01ED02,9047,Sulfalene
4137,H01CB02,90488715,Octreotide
4138,B06AC02,90488794,Icatibant
4139,A01AB10,90489753,Natamycin
4140,G03DB01,9051,Dydrogesterone
4141,C05AA08,9053,Fluocortolone
4142,L01CB02,90659141,Teniposide
4143,M03AA01,90659973,Alcuronium
4144,L01XH02,91110640,Romidepsin
4145,C09AA13,91270,Moexipril
4146,A02BA06,91276,Roxatidine
4147,J05AP08,91302628,Sofosbuvir
4148,R05CB07,91463,Sobrerol
4149,C01BA13,91503,Hydroquinidine
4150,J01DB10,91562,Cefacetrile
4151,A10BB08,91610,Gliquidone
4152,B03AB02,91663255,Saccharated iron oxide
4153,J05AP54,91669168,Elbasvir and grazoprevir
4154,J01DD02,91713,Ceftazidime
4155,P01BE03,91746179,Artesunate
4156,B01AC11,91746214,Iloprost
4157,A14AA04,91746485,Metenolone
4158,P01BE01,91746672,Artemisinin
4159,V08CA07,91758680,Ferric ammonium citrate
4160,V08CA03,91810853,Gadodiamide
4161,J01FA15,91810863,Telithromycin
4162,A01AB04,91819969,Amphotericin B
4163,B03BA04,91820207,Cobamamide
4164,B06AA03,91820602,Hyaluronidase
4165,B03AB03,91825573,Sodium feredetate
4166,H01BA03,91844584,Lypressin
4167,A11CC06,91864756,Calcifediol
4168,V08CA03,91872893,Gadodiamide
4169,L01CD01,91885464,Paclitaxel
4170,P02CX03,91885488,Moxidectin
4171,A07AA12,91885501,Fidaxomicin
4172,J05AP55,91885554,Sofosbuvir and velpatasvir
4173,V08CA10,91895515,Gadoxetic acid
4174,B03BA01,91898871,Cyanocobalamin
4175,M03BX05,91972063,Thiocolchicoside
4176,B03BA05,91972121,Mecobalamin
4177,A16AX08,91976568,Teduglutide
4178,A10BJ02,91978180,Liraglutide
4179,J01FA15,92043103,Telithromycin
4180,V08CA04,92043200,Gadoteridol
4181,V08CA02,92043526,Gadoteric acid
4182,A06AX04,92044408,Linaclotide
4183,B03BA03,92132748,Hydroxocobalamin
