,ATC_Code,cids,Compound_Name,inchi_key,pert_id
1259,N01AB05,6575,Trichloroethylene,XSTXAVWGXDQKEL-UHFFFAOYSA-N,BRD-K46435528
1260,N06AX17,65833,Milnacipran,GJJFMKBJSRMPLA-HIFRSBDPSA-N,BRD-K02227374
1261,N06AX18,65856,Reboxetine,CBQGYUDMJHNJBX-OALUTQOASA-N,BRD-K32814891
1262,D01AC14,65863,Sertaconazole,JLGKQTAYUIMGRK-UHFFFAOYSA-N,BRD-A95939040
1263,R06AX25,65906,Mizolastine,PVLJETXTTWAYEW-UHFFFAOYSA-N,BRD-K21884483
1264,L03AX05,65944,Pidotimod,UUTKICFRNVKFRG-WDSKDSINSA-N,BRD-K44442813
1265,J01MA18,65957,Pazufloxacin,XAGMUUZPGZWTRP-ZETCQYMHSA-N,BRD-K66412701
1266,A10BX02,65981,Repaglinide,FAEKWTJYAYMJKF-QHCPKHFHSA-N,BRD-K82846253
1267,C09CA07,65999,Telmisartan,RMMXLENWKUUMAY-UHFFFAOYSA-N,BRD-K73999723
1268,J01XE01,6604200,Nitrofurantoin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,BRD-K76927775
1269,A08AA04,66265,Dexfenfluramine,DBGIVFWFUFKIQN-VIFPVBQESA-N,BRD-K58626373
1270,D06BB09,66377,Edoxudine,XACKNLSZYYIACO-DJLDLDEBSA-N,BRD-K86892782
1271,D06BB09,66377,Edoxudine,XACKNLSZYYIACO-DJLDLDEBSA-N,BRD-A62505706
1272,J05AP05,66576988,Simeprevir,JTZZSQYMACOLNN-SNWGISBASA-N,BRD-A68493689
1273,J04AD01,666418,Protionamide,VRDIULHPQTYCLN-UHFFFAOYSA-N,BRD-K75360161
1274,J04AD01,666418,Protionamide,VRDIULHPQTYCLN-UHFFFAOYSA-N,BRD-K97863768
1275,N05AF03,667466,Chlorprothixene,WSPOMRSOLSGNFJ-VGOFMYFVSA-N,BRD-K59058766
1276,D04AX01,667468,Doxepin,ODQWQRRAPPTVAG-BOPFTXTBSA-N,BRD-K37694030
1277,G03CB01,667476,Dienestrol,NFDFQCUYFHCNBW-SCGPFSFSSA-N,BRD-K95309561
1278,D04AX01,667477,Doxepin,ODQWQRRAPPTVAG-GZTJUZNOSA-N,BRD-K54462405
1279,N01AX07,667484,Etomidate,NPUKDXXFDDZOKR-LLVKDONJSA-N,BRD-K55055802
1280,L01BB02,667490,Mercaptopurine,GLVAUDGFNGKCSF-UHFFFAOYSA-N,BRD-K91601245
1281,M01AE17,667550,Dexketoprofen,DKYWVDODHFEZIM-NSHDSACASA-N,BRD-K43764301
1282,C09AA09,6708482,Fosinopril,BIDNLKIUORFRQP-AJTMIRJTSA-N,BRD-A51382177
1283,N07BA04,6708720,Cytisine,ANJTVLIZGCUXLD-VEDVMXKPSA-N,BRD-A55579717
1284,C01AC03,6708764,Cymarin,XQCGNURMLWFQJR-LZLVDNNYSA-N,BRD-A71459254
1285,L01CB02,6708778,Teniposide,NRUKOCRGYNPUPR-OQMCATNJSA-N,BRD-A35588707
1286,L01CA01,6710780,Vinblastine,JXLYSJRDGCGARV-CUGARIAGSA-N,BRD-A55594068
1287,R06AE03,6726,Cyclizine,UVKZSORBKUEBAZ-UHFFFAOYSA-N,BRD-K79501723
1288,N02BA09,68093,Dipyrocetyl,NYIZXMGNIUSNKL-UHFFFAOYSA-N,BRD-K47608922
1289,C01CA04,681,Dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,BRD-K43887077
1290,R06AB01,6834,Brompheniramine,ZDIGNSYAACHWNL-UHFFFAOYSA-N,BRD-A68723818
1291,N03AD02,6839,Phensuximide,WLWFNJKHKGIJNW-UHFFFAOYSA-N,BRD-A18043272
1292,D04AB05,6857,Quinisocaine,XNMYNYSCEJBRPZ-UHFFFAOYSA-N,BRD-K73391359
1293,N06AB06,68617,Sertraline,VGKDLMBJGBXTGI-SJCJKPOMSA-N,BRD-K82036761
1294,J01CE02,6869,Phenoxymethylpenicillin,BPLBGHOLXOTWMN-MBNYWOFBSA-N,BRD-K43966364
1295,C02AC06,68712,Rilmenidine,CQXADFVORZEARL-UHFFFAOYSA-N,BRD-K01638814
1296,C02AC06,68712,Rilmenidine,CQXADFVORZEARL-UHFFFAOYSA-N,BRD-M62162320
1297,M05BA08,68740,Zoledronic acid,XRASPMIURGNCCH-UHFFFAOYSA-N,BRD-K84253429
1298,C07AB13,68770,Talinolol,MXFWWQICDIZSOA-UHFFFAOYSA-N,BRD-A94276798
1299,N04BX03,68778,Budipine,QIHLUZAFSSMXHQ-UHFFFAOYSA-N,BRD-K18324993
1300,M02AA28,68801,Piketoprofen,ASFKKFRSMGBFRO-UHFFFAOYSA-N,BRD-A85548292
1301,N05AL07,688272,Levosulpiride,BGRJTUBHPOOWDU-NSHDSACASA-N,BRD-K51671335
1302,P01BE01,68827,Artemisinin,BLUAFEHZUWYNDE-NNWCWBAJSA-N,BRD-K13112821
1303,C01DA08,6883,Isosorbide dinitrate,MOYKHGMNXAOIAT-JGWLITMVSA-N,BRD-K55853390
1304,S01EC04,68844,Brinzolamide,HCRKCZRJWPKOAR-JTQLQIEISA-N,BRD-K74913225
1305,R03AC16,688561,Procaterol,FKNXQNWAXFXVNW-BLLLJJGKSA-N,BRD-K78666826
1306,N06AX14,68870,Tianeptine,JICJBGPOMZQUBB-UHFFFAOYSA-N,BRD-A53077924
1307,G03AC10,68873,Drospirenone,METQSPRSQINEEU-HXCATZOESA-N,BRD-K04394237
1308,P01BE02,68911,Artemether,SXYIRMFQILZOAM-HVNFFKDJSA-N,BRD-K39621635
1309,M03CA01,6914273,Dantrolene,OZOMQRBLCMDCEG-VIZOYTHASA-N,BRD-K81272440
1310,J01FA06,6915744,Roxithromycin,RXZBMPWDPOLZGW-XMRMVWPWSA-N,BRD-K38684403
1311,J01DD15,6915944,Cefdinir,RTXOFQZKPXMALH-GHXIOONMSA-N,BRD-K15766189
1312,A03FA02,6917698,Cisapride,DCSUBABJRXZOMT-IRLDBZIGSA-N,BRD-K06895174
1313,P01BE03,6917864,Artesunate,FIHJKUPKCHIPAT-AHIGJZGOSA-N,BRD-K54634444
1314,B01AC21,6918140,Treprostinil,PAJMKGZZBBTTOY-ZFORQUDYSA-N,BRD-K19706299
1315,R01AD13,6918155,Ciclesonide,LUKZNWIVRBCLON-GXOBDPJESA-N,BRD-K35245662
1316,N06AX24,6918314,Vilazodone,SGEGOXDYSFKCPT-UHFFFAOYSA-N,BRD-K58010567
1317,B01AC22,6918456,Prasugrel,DTGLZDAWLRGWQN-UHFFFAOYSA-N,BRD-A83029242
1318,C02KX02,6918493,Ambrisentan,OUJTZYPIHDYQMC-LJQANCHMSA-N,BRD-K41185545
1319,A10BH02,6918537,Vildagliptin,SYOKIDBDQMKNDQ-XWTIBIIYSA-N,BRD-A94993966
1320,R03AC18,6918554,Indacaterol,QZZUEBNBZAPZLX-QFIPXVFZSA-N,BRD-K89208535
1321,L01XH04,6918638,Belinostat,NCNRHFGMJRPRSK-MDZDMXLPSA-N,BRD-K17743125
1322,D06BX02,6918670,Ingenol mebutate,VDJHFHXMUKFKET-WDUFCVPESA-N,BRD-K93779381
1323,L01XH03,6918837,Panobinostat,FPOHNWQLNRZRFC-ZHACJKMWSA-N,BRD-K02130563
1324,R01BA02,7028,Pseudoephedrine,KWGRBVOPPLSCSI-WCBMZHEXSA-N,BRD-K84175871
1325,A08AA03,7029,Amfepramone,XXEPPPIWZFICOJ-UHFFFAOYSA-N,BRD-A37288617
1326,A03AD30,70882,Moxaverine,MYCMTMIGRXJNSO-UHFFFAOYSA-N,BRD-K12742203
1327,P02CC01,708857,Pyrantel,YSAUAVHXTIETRK-AATRIKPKSA-N,BRD-K20672254
1328,N07BB03,71158,Acamprosate,AFCGFAGUEYAMAO-UHFFFAOYSA-N,BRD-M41783010
1329,C04AX17,71203,Vinburnine,WYJAPUKIYAZSEM-MOPGFXCFSA-N,BRD-K40227168
1330,L01EL02,71226662,Acalabrutinib,WDENQIQQYWYTPO-IBGZPJMESA-N,BRD-K64034691
1331,C01BD04,71329,Dofetilide,IXTMWRCNAAVVAI-UHFFFAOYSA-N,BRD-K86887724
1332,N05AX14,71360,Iloperidone,XMXHEBAFVSFQEX-UHFFFAOYSA-N,BRD-K48722833
1333,V03AF02,71384,Dexrazoxane,BMKDZUISNHGIBY-ZETCQYMHSA-N,BRD-K07265709
1334,J01CA15,71447,Talampicillin,SOROUYSPFADXSN-SUWVAFIASA-N,BRD-A10303790
1335,L01XX66,71481097,Selinexor,DEVSOMFAQLZNKR-RJRFIUFISA-N,BRD-K21361524
1336,A03AB21,71490,Fenpiverinium,QDIYJDPBMZUZEH-UHFFFAOYSA-O,BRD-K84566043
1337,L01EB04,71496458,Osimertinib,DUYJMQONPNNFPI-UHFFFAOYSA-N,BRD-K42805893
1338,J02AC03,71616,Voriconazole,BCEHBSKCWLPMDN-MGPLVRAMSA-N,BRD-K06557128
1339,J05AX01,71655,Moroxydine,KJHOZAZQWVKILO-UHFFFAOYSA-N,BRD-K57291914
1340,L01XX62,71657455,Ivosidenib,WIJZXSAJMHAVGX-DHLKQENFSA-N,BRD-K93073858
1341,C01CA08,7172,Oxedrine,YRCWQPVGYLYSOX-UHFFFAOYSA-N,BRD-A04327189
1342,M01AB16,71771,Aceclofenac,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,BRD-K68538666
1343,P01AB07,71815,Secnidazole,KPQZUUQMTUIKBP-UHFFFAOYSA-N,BRD-A70083328
1344,M03BX05,72067,Thiocolchicoside,LEQAKWQJCITZNK-MSQQGMGVSA-N,BRD-A11605036
1345,N05AA02,72287,Levomepromazine,VRQVVMDWGGWHTJ-CQSZACIVSA-N,BRD-K35559145
1346,S01FA05,73707487,Homatropine,ZTVIKZXZYLEVOL-QNIGDANOSA-N,BRD-A39671870
1347,C04AC02,7510,Nicotinyl alcohol (pyridylcarbinol),MVQVNTPHUGQQHK-UHFFFAOYSA-N,BRD-K76600340
1348,A06AG04,753,Glycerol,PEDCQBHIVMGVHV-UHFFFAOYSA-N,BRD-K73866522
1349,D11AX13,7638,Monobenzone,VYQNWZOUAUKGHI-UHFFFAOYSA-N,BRD-K54262262
1350,R05DB01,7699,Benzonatate,MAFMQEKGGFWBAB-UHFFFAOYSA-N,BRD-K91699951
1351,V04CG02,7741,Betazole,JXDFEQONERDKSS-UHFFFAOYSA-N,BRD-K20075662
1352,N06DA03,77991,Rivastigmine,XSVMFMHYUFZWBK-NSHDSACASA-N,BRD-K10706131
1353,A10BG02,77999,Rosiglitazone,YASAKCUCGLMORW-UHFFFAOYSA-N,BRD-A97437073
1354,L01XF03,82146,Bexarotene,NAVMQTYZDKMPEU-UHFFFAOYSA-N,BRD-K92441787
1355,N06AX22,82148,Agomelatine,YJYPHIXNFHFHND-UHFFFAOYSA-N,BRD-K84698278
1356,G02AB01,8226,Methylergometrine,UNBRKDKAWYKMIV-QWQRMKEZSA-N,BRD-K34685430
1357,A10BA01,8249,Phenformin,ICFJFFQQTFMIBG-UHFFFAOYSA-N,BRD-K11399644
1358,A01AB08,8378,Neomycin,PGBHMTALBVVCIT-VCIWKGPPSA-N,BRD-K71013094
1359,C10AX10,838,Alipogene tiparvovec,UCTWMZQNUQWSLP-UHFFFAOYSA-N,BRD-A07765530
1360,J01FA09,84029,Clarithromycin,AGOYDEPGAOXOCK-KCBOHYOISA-N,BRD-K49668410
1361,C02AA05,8550,Deserpidine,CVBMAZKKCSYWQR-WCGOZPBSSA-N,BRD-K29462201
1362,M04AC02,8593,Cinchophen,YTRMTPPVNRALON-UHFFFAOYSA-N,BRD-K72915123
1363,A16AX01,864,Thioctic acid,AGBQKNBQESQNJD-UHFFFAOYSA-N,BRD-A16347691
1364,N07BA01,89594,Nicotine,SNICXCGAKADSCV-JTQLQIEISA-N,BRD-K05395900
1365,L01XX59,89683805,Enasidenib,DYLUUSLLRIQKOE-UHFFFAOYSA-N,BRD-K70601687
1366,G04BE04,8969,Yohimbine,BLGXFZZNTVWLAY-SCYLSFHTSA-N,BRD-K35586044
1367,N05CH01,896,Melatonin,DRLFMBDRBRZALE-UHFFFAOYSA-N,BRD-K97530723
1368,J01CF06,8982,Nafcillin,GPXLMGHLHQJAGZ-JTDSTZFVSA-N,BRD-K18574842
1369,J01ED02,9047,Sulfalene,KXRZBTAEDBELFD-UHFFFAOYSA-N,BRD-K17205817
1370,G03DB01,9051,Dydrogesterone,JGMOKGBVKVMRFX-HQZYFCCVSA-N,BRD-K68620903
1371,C09AA13,91270,Moexipril,UWWDHYUMIORJTA-HSQYWUDLSA-N,BRD-K34441861
1372,A10BB08,91610,Gliquidone,LLJFMFZYVVLQKT-UHFFFAOYSA-N,BRD-K80396088
1373,C09AA15,92400,Zofenopril,IAIDUHCBNLFXEF-MNEFBYGVSA-N,BRD-K46654563
1374,B01AE03,92722,Argatroban,KXNPVXPOPUZYGB-IOVMHBDKSA-N,BRD-A48261811
1375,C01CA27,92974,Droxidopa,QXWYKJLNLSIPIN-JGVFFNPUSA-N,BRD-K20372197
1376,H03BX01,9305,Diiodotyrosine,NYPYHUZRZVSYKL-ZETCQYMHSA-N,BRD-K59946561
1377,R07AB04,9363,Etamivan,BQJODPIMMWWMFC-UHFFFAOYSA-N,BRD-K38055836
1378,A11HA01,936,Nicotinamide,DFPAKSUCGFBDDF-UHFFFAOYSA-N,BRD-K28912512
1379,C04AC01,938,Nicotinic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,BRD-K60237333
1380,N07CA03,941361,Flunarizine,SMANXXCATUTDDT-QPJJXVBHSA-N,BRD-K29582677
1381,C01BA01,94175,Quinidine,LOUPRKONTZGTKE-AFHBHXEDSA-N,BRD-U94846492
1382,N06AA05,9417,Opipramol,YNZFUWZUGRBMHL-UHFFFAOYSA-N,BRD-K43786866
1383,N06AA08,9419,Dibenzepin,QPGGEKPRGVJKQB-UHFFFAOYSA-N,BRD-K79145749
1384,N05AB08,9429,Thioproperazine,VZYCZNZBPPHOFY-UHFFFAOYSA-N,BRD-K08619574
1385,L01BC07,9444,Azacitidine,NMUSYJAQQFHJEW-KVTDHHQDSA-N,BRD-K03406345
1386,B01AC18,9458,Triflusal,RMWVZGDJPAKBDE-UHFFFAOYSA-N,BRD-K71696703
1387,A01AB03,9552079,Chlorhexidine,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,BRD-K52256627
1388,J01MA15,9571107,Gemifloxacin,ZRCVYEYHRGVLOC-HYARGMPZSA-N,BRD-A40787240
1389,C05AA11,9642,Fluocinonide,WJOHZNCJWYWUJD-IUGZLZTKSA-N,BRD-K57886322
1390,N06DA04,9651,Galantamine,ASUTZQLVASHGKV-JDFRZJQESA-N,BRD-K49481516
1391,N02CA04,9681,Methysergide,KPJZHOPZRAFDTN-ZRGWGRIASA-N,BRD-K35941380
1392,C01CE04,9687,Bucladesine,CJGYSWNGNKCJSB-YVLZZHOMSA-N,BRD-A94624445
1393,N06BA13,9690109,Armodafinil,YFGHCGITMMYXAQ-LJQANCHMSA-N,BRD-K87278688
1394,N05CF04,969472,Eszopiclone,GBBSUAFBMRNDJC-INIZCTEOSA-N,BRD-K29220403
1395,A07EA04,9782,Betamethasone,UREBDLICKHMUKA-DVTGEIKXSA-N,BRD-K39188321
1396,C01DX02,9801,Prenylamine,IFFPICMESYHZPQ-UHFFFAOYSA-N,BRD-A10662413
1397,P01BE03,9821433,Artesunate,FIHJKUPKCHIPAT-AXFKQHSWSA-N,BRD-K17944737
1398,L01EX08,9823820,Lenvatinib,WOSKHXYHFSIKNG-UHFFFAOYSA-N,BRD-K39974922
1399,L01EX10,9829523,Midostaurin,BMGQWWVMWDBQGC-IIFHNQTCSA-N,BRD-K13646352
1400,D07AC12,9846332,Halometasone,GGXMRPUKBWXVHE-MIHLVHIWSA-N,BRD-K33312228
1401,C10AX12,9853053,Lomitapide,MBBCVAKAJPKAKM-UHFFFAOYSA-N,BRD-K92213669
1402,N05CD14,9867812,Remimazolam,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,BRD-K89413285
1403,G04BE10,9869929,Avanafil,WEAJZXNPAWBCOA-INIZCTEOSA-N,BRD-K65781196
1404,B01AF01,9875401,Rivaroxaban,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,BRD-K37130656
1405,A14AB01,9904,Nandrolone,NPAGDVCDWIYMMC-IZPLOLCNSA-N,BRD-K52080565
1406,L01EK03,9911830,Tivozanib,SPMVMDHWKHCIDT-UHFFFAOYSA-N,BRD-K53414658
1407,L01EH02,9915743,Neratinib,JWNPDZNEKVCWMY-VQHVLOKHSA-N,BRD-K85606544
1408,M03BX05,9915886,Thiocolchicoside,LEQAKWQJCITZNK-AXHKHJLKSA-N,BRD-K26619122
1409,N03AX22,9924495,Perampanel,PRMWGUBFXWROHD-UHFFFAOYSA-N,BRD-K41438959
1410,L04AA29,9926791,Tofacitinib,UJLAWZDWDVHWOW-YPMHNXCESA-N,BRD-K31283835
1411,C01BG11,9930049,Vernakalant,VBHQKCBVWWUUKN-KZNAEPCWSA-N,BRD-K19741547
1412,L01XK03,9931954,Rucaparib,HMABYWSNWIZPAG-UHFFFAOYSA-N,BRD-K88560311
1413,L01EK02,9933475,Cediranib,XXJWYDDUDKYVKI-UHFFFAOYSA-N,BRD-K86930074
1414,H01CB05,9941444,Pasireotide,VMZMNAABQBOLAK-DBILLSOUSA-N,BRD-K59715032
1415,L01XX53,9952884,Vosaroxin,XZAFZXJXZHRNAQ-STQMWFEESA-N,BRD-K23677682
1416,N06AX26,9966051,Vortioxetine,YQNWZWMKLDQSAC-UHFFFAOYSA-N,BRD-K53963539
1417,C05BB05,996,Phenol,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,BRD-K76549667
